
Project:     chc-rt-ppp
Program:     GrafNav Version 8.70.8722
Profile:     Grid (Selectable)
Source:      GNSS Epochs(GNSS Combined)
ProcessInfo: chc-rt-ppp by Unknown on 11/6/2021 at 11:35:08

Datum:       ITRF2014
Master 1:    Name ISTA00TUR, Status ENABLED
             Antenna height 0.061 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 41 06 16.01860, 29 01 09.63879, 147.244 m [ITRF2014, N/A]
Remote:      Antenna height 0.000 m, to ARP [CHCI90(NONE)]
Geoid:       EGM2008-World.wpg [] (Absolute correction)

Map projection Info:
  Defined grid: UTM, Zone 35
SD Scaling Settings:
  Position: 1.0000
  Velocity: 1.0000

   GPSTime      Easting     Northing     h-Ell     H-MSL Q SDHoriz SDHeigh AmbStatus  Description     
     (HMS)          (m)          (m)       (m)       (m)       (m)     (m)                            
12:07:28.0   669596.207  4552264.292   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:29.0   669596.200  4552264.287   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:07:30.0   669596.195  4552264.275   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:31.0   669596.196  4552264.276   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:07:32.0   669596.192  4552264.271   130.101    92.817 1   0.008   0.012 Fixed      N/A!            
12:07:33.0   669596.209  4552264.286   130.103    92.819 1   0.008   0.012 Fixed      N/A!            
12:07:34.0   669596.204  4552264.268   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:07:35.0   669596.203  4552264.274   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:07:36.0   669596.198  4552264.271   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:37.0   669596.198  4552264.278   130.099    92.816 1   0.008   0.012 Fixed      N/A!            
12:07:38.0   669596.204  4552264.269   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:07:39.0   669596.202  4552264.279   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:40.0   669596.200  4552264.283   130.100    92.816 1   0.008   0.012 Fixed      N/A!            
12:07:41.0   669596.199  4552264.277   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:42.0   669596.203  4552264.280   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:43.0   669596.204  4552264.280   130.102    92.818 1   0.008   0.012 Fixed      N/A!            
12:07:44.0   669596.202  4552264.283   130.101    92.817 1   0.008   0.012 Fixed      N/A!            
12:07:45.0   669596.203  4552264.281   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:07:46.0   669596.206  4552264.282   130.099    92.815 1   0.008   0.012 Fixed      N/A!            
12:07:47.0   669596.200  4552264.278   130.098    92.814 1   0.008   0.012 Fixed      N/A!            
12:07:48.0   669596.196  4552264.291   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:07:49.0   669596.197  4552264.293   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:50.0   669596.199  4552264.295   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:07:51.0   669596.198  4552264.295   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:52.0   669596.203  4552264.293   130.101    92.818 1   0.008   0.012 Fixed      N/A!            
12:07:53.0   669596.202  4552264.284   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:07:54.0   669596.203  4552264.288   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:55.0   669596.203  4552264.289   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:07:56.0   669596.198  4552264.286   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:07:57.0   669596.190  4552264.294   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:07:58.0   669596.236  4552264.279   130.114    92.830 1   0.008   0.012 Fixed      N/A!            
12:07:59.0   669596.239  4552264.255   130.122    92.839 1   0.008   0.012 Fixed      N/A!            
12:08:00.0   669596.219  4552264.275   130.117    92.834 1   0.008   0.012 Fixed      N/A!            
12:08:01.0   669596.190  4552264.259   130.115    92.831 1   0.008   0.012 Fixed      N/A!            
12:08:02.0   669596.184  4552264.259   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:08:03.0   669596.190  4552264.259   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:08:04.0   669596.193  4552264.263   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:08:05.0   669596.193  4552264.261   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:08:06.0   669596.194  4552264.261   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:08:07.0   669596.195  4552264.258   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:08:08.0   669596.194  4552264.257   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:08:09.0   669596.194  4552264.259   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:08:10.0   669596.198  4552264.261   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:11.0   669596.198  4552264.262   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:12.0   669596.199  4552264.261   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:08:13.0   669596.201  4552264.262   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:08:14.0   669596.199  4552264.261   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:08:15.0   669596.201  4552264.262   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:08:16.0   669596.203  4552264.265   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:08:17.0   669596.203  4552264.272   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:08:18.0   669596.200  4552264.270   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:08:19.0   669596.205  4552264.256   130.104    92.820 1   0.008   0.012 Fixed      N/A!            
12:08:20.0   669596.210  4552264.248   130.102    92.819 1   0.008   0.012 Fixed      N/A!            
12:08:21.0   669596.207  4552264.251   130.105    92.821 1   0.008   0.012 Fixed      N/A!            
12:08:22.0   669596.207  4552264.254   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:23.0   669596.208  4552264.265   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:24.0   669596.207  4552264.268   130.103    92.820 1   0.008   0.012 Fixed      N/A!            
12:08:25.0   669596.207  4552264.265   130.105    92.822 1   0.008   0.013 Fixed      N/A!            
12:08:26.0   669596.207  4552264.267   130.104    92.820 1   0.008   0.013 Fixed      N/A!            
12:08:27.0   669596.198  4552264.271   130.104    92.820 1   0.008   0.013 Fixed      N/A!            
12:08:28.0   669596.196  4552264.281   130.113    92.829 1   0.008   0.013 Fixed      N/A!            
12:08:29.0   669596.206  4552264.277   130.114    92.830 1   0.008   0.013 Fixed      N/A!            
12:08:30.0   669596.202  4552264.279   130.113    92.830 1   0.008   0.013 Fixed      N/A!            
12:08:31.0   669596.195  4552264.285   130.114    92.830 1   0.008   0.013 Fixed      N/A!            
12:08:32.0   669596.195  4552264.282   130.110    92.826 1   0.008   0.013 Fixed      N/A!            
12:08:33.0   669596.227  4552264.296   130.108    92.824 1   0.008   0.013 Fixed      N/A!            
12:08:34.0   669596.200  4552264.272   130.105    92.822 1   0.008   0.013 Fixed      N/A!            
12:08:35.0   669596.190  4552264.272   130.110    92.826 1   0.008   0.013 Fixed      N/A!            
12:08:36.0   669596.186  4552264.270   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:08:37.0   669596.190  4552264.269   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:08:38.0   669596.190  4552264.272   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:39.0   669596.190  4552264.271   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:08:40.0   669596.191  4552264.281   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:08:41.0   669596.190  4552264.287   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:08:42.0   669596.191  4552264.286   130.107    92.824 1   0.008   0.012 Fixed      N/A!            
12:08:43.0   669596.181  4552264.289   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:44.0   669596.193  4552264.286   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:08:45.0   669596.193  4552264.284   130.114    92.830 1   0.008   0.012 Fixed      N/A!            
12:08:46.0   669596.190  4552264.283   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:08:47.0   669596.190  4552264.276   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:08:48.0   669596.189  4552264.283   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:08:49.0   669596.185  4552264.286   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:08:50.0   669596.191  4552264.282   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:08:51.0   669596.216  4552264.259   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:08:52.0   669596.216  4552264.262   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:08:53.0   669596.212  4552264.264   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:54.0   669596.208  4552264.269   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:55.0   669596.210  4552264.268   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:08:56.0   669596.200  4552264.272   130.104    92.821 1   0.008   0.012 Fixed      N/A!            
12:08:57.0   669596.196  4552264.270   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:58.0   669596.197  4552264.281   130.106    92.822 1   0.008   0.012 Fixed      N/A!            
12:08:59.0   669596.191  4552264.263   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:00.0   669596.251  4552264.275   130.119    92.835 1   0.008   0.012 Fixed      N/A!            
12:09:01.0   669596.235  4552264.242   130.116    92.833 1   0.008   0.012 Fixed      N/A!            
12:09:02.0   669596.230  4552264.272   130.122    92.838 1   0.008   0.012 Fixed      N/A!            
12:09:03.0   669596.225  4552264.290   130.116    92.832 1   0.008   0.012 Fixed      N/A!            
12:09:04.0   669596.239  4552264.253   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:09:05.0   669596.230  4552264.256   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:06.0   669596.218  4552264.254   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:07.0   669596.221  4552264.254   130.113    92.830 1   0.008   0.012 Fixed      N/A!            
12:09:08.0   669596.222  4552264.255   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:09:09.0   669596.223  4552264.253   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:09:10.0   669596.224  4552264.260   130.109    92.825 1   0.008   0.012 Fixed      N/A!            
12:09:11.0   669596.222  4552264.258   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:09:12.0   669596.223  4552264.261   130.117    92.833 1   0.008   0.012 Fixed      N/A!            
12:09:13.0   669596.225  4552264.265   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:14.0   669596.225  4552264.263   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:15.0   669596.224  4552264.263   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:16.0   669596.225  4552264.263   130.114    92.830 1   0.008   0.012 Fixed      N/A!            
12:09:17.0   669596.225  4552264.266   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:18.0   669596.226  4552264.267   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:19.0   669596.227  4552264.267   130.113    92.830 1   0.008   0.012 Fixed      N/A!            
12:09:20.0   669596.226  4552264.265   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:09:21.0   669596.215  4552264.268   130.114    92.830 1   0.008   0.012 Fixed      N/A!            
12:09:22.0   669596.223  4552264.266   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:09:23.0   669596.219  4552264.270   130.115    92.832 1   0.008   0.012 Fixed      N/A!            
12:09:24.0   669596.219  4552264.268   130.117    92.833 1   0.008   0.012 Fixed      N/A!            
12:09:25.0   669596.217  4552264.272   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:09:26.0   669596.219  4552264.273   130.115    92.832 1   0.008   0.012 Fixed      N/A!            
12:09:27.0   669596.220  4552264.277   130.111    92.827 1   0.008   0.012 Fixed      N/A!            
12:09:28.0   669596.217  4552264.272   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:29.0   669596.201  4552264.268   130.109    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:30.0   669596.217  4552264.274   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:09:31.0   669596.203  4552264.267   130.112    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:32.0   669596.202  4552264.267   130.111    92.827 1   0.008   0.013 Fixed      N/A!            
12:09:33.0   669596.202  4552264.265   130.112    92.828 1   0.008   0.013 Fixed      N/A!            
12:09:34.0   669596.198  4552264.264   130.111    92.828 1   0.008   0.013 Fixed      N/A!            
12:09:35.0   669596.204  4552264.265   130.109    92.825 1   0.008   0.013 Fixed      N/A!            
12:09:36.0   669596.209  4552264.264   130.112    92.828 1   0.008   0.013 Fixed      N/A!            
12:09:37.0   669596.217  4552264.274   130.116    92.832 1   0.008   0.013 Fixed      N/A!            
12:09:38.0   669596.215  4552264.274   130.113    92.830 1   0.008   0.013 Fixed      N/A!            
12:09:39.0   669596.208  4552264.276   130.110    92.827 1   0.008   0.013 Fixed      N/A!            
12:09:40.0   669596.208  4552264.274   130.113    92.830 1   0.008   0.013 Fixed      N/A!            
12:09:41.0   669596.207  4552264.273   130.113    92.829 1   0.008   0.012 Fixed      N/A!            
12:09:42.0   669596.206  4552264.275   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:09:43.0   669596.207  4552264.275   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:09:44.0   669596.208  4552264.273   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:45.0   669596.207  4552264.274   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:09:46.0   669596.208  4552264.273   130.109    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:47.0   669596.208  4552264.275   130.106    92.823 1   0.008   0.012 Fixed      N/A!            
12:09:48.0   669596.210  4552264.275   130.112    92.829 1   0.008   0.012 Fixed      N/A!            
12:09:49.0   669596.214  4552264.275   130.110    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:50.0   669596.211  4552264.275   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:09:51.0   669596.211  4552264.277   130.107    92.823 1   0.008   0.012 Fixed      N/A!            
12:09:52.0   669596.212  4552264.274   130.111    92.828 1   0.008   0.012 Fixed      N/A!            
12:09:53.0   669596.212  4552264.276   130.108    92.825 1   0.008   0.012 Fixed      N/A!            
12:09:54.0   669596.214  4552264.277   130.108    92.824 1   0.008   0.012 Fixed      N/A!            
12:09:55.0   669596.214  4552264.276   130.109    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:56.0   669596.213  4552264.277   130.109    92.826 1   0.008   0.012 Fixed      N/A!            
12:09:57.0   669596.213  4552264.277   130.110    92.827 1   0.008   0.012 Fixed      N/A!            
12:09:58.0   669596.213  4552264.279   130.105    92.822 1   0.008   0.012 Fixed      N/A!            
